file;f1;fitness;precision;generalisation;simplicity;method
base log;0.7545136575864165;0.9669797292104476;0.6185951162675665;0.8499455080717115;0.5929203539823008;TBR
0.8;0.7513316775657579;0.9653193943020871;0.6150009892411497;0.8423677405234367;0.5929203539823008;TBR
0.7;0.7502399740009716;0.9673563900849993;0.6127193711558099;0.8362156489321689;0.5929203539823008;TBR
0.6;0.7477331502152184;0.9672119642323674;0.60943968066233;0.8281604267222875;0.5929203539823008;TBR
0.5;0.7458906046470457;0.969749631109688;0.6060002448171105;0.8209520226846155;0.5929203539823008;TBR
0.4;0.7431918496331766;0.966532903368335;0.6036936701549802;0.7980018410144232;0.5929203539823008;TBR
0.3;0.7351820452731266;0.9685217794087648;0.5924474780604556;0.7849561082609738;0.5929203539823008;TBR
0.2;0.663090859749218;0.9628334578545646;0.5056693910440888;0.7643180975137339;0.5929203539823008;TBR
0.1;0.46969152954646076;0.9704467591791536;0.30982191849154483;0.718650180912751;0.5929203539823008;TBR
0.05;0.5527258768744805;0.9663750526336686;0.3870515367535351;0.6362187844920542;0.5929203539823008;TBR
0.01;0.3067464896730923;0.9395442629562412;0.18329466357308588;0.3940073464015047;0.5929203539823008;TBR
0.005;0.2975706919339525;0.9956896551724138;0.17492416582406467;0.37438255184323277;0.5929203539823008;TBR
0.001;0.2676579925650558;1.0;0.15450643776824036;0.06311752704772455;0.5929203539823008;TBR
