file;f1;fitness;precision;generalisation;simplicity;method
base_event_log;0.9023257828218826;0.9141505294020595;0.8908030413498594;-1;-1;token based replay
sample 0.8;0.9023257828218826;0.9141505294020595;0.8908030413498594;-1;-1;token based replay
sample 0.7;0.9023257828218826;0.9141505294020595;0.8908030413498594;-1;-1;token based replay
sample 0.6;0.9393821202594139;0.9141374227969006;0.9660607247206241;-1;-1;token based replay
sample 0.5;0.9023257828218826;0.9141505294020595;0.8908030413498594;-1;-1;token based replay
sample 0.4;0.9107205814118811;0.9136852662993868;0.907775073651851;-1;-1;token based replay
sample 0.3;0.9393821202594139;0.9141374227969006;0.9660607247206241;-1;-1;token based replay
sample 0.2;0.93904079771733;0.9134911973264737;0.9660607247206241;-1;-1;token based replay
sample 0.1;0.9388298590496436;0.9130920495010826;0.9660607247206241;-1;-1;token based replay
sample 0.05;0.9393821202594139;0.9141374227969006;0.9660607247206241;-1;-1;token based replay
sample 0.01;0.9366202023891479;0.9105354380134798;0.9642435826601162;-1;-1;token based replay
sample 0.005;0.7613797016728994;0.9078237643659743;0.6556195391190858;-1;-1;token based replay
sample 0.001;0.9341722330576583;0.890708514620618;0.982095335202651;-1;-1;token based replay
