file;f1;fitness;precision;generalisation;simplicity;method
base_event_log;0.9398002786301538;0.9009878517601247;0.9821071323559086;-1;-1;token based replay
sample 0.8;0.9332548162460328;0.8991012804646787;0.9701055415710057;-1;-1;token based replay
sample 0.7;0.941127382027212;0.9015626862970022;0.9843240239228526;-1;-1;token based replay
sample 0.6;0.933275144018368;0.8991390155471695;0.9701055415710057;-1;-1;token based replay
sample 0.5;0.9419291126072298;0.9025390665158917;0.9849143101599331;-1;-1;token based replay
sample 0.4;0.9412206648140363;0.912298669869968;0.9720364878730817;-1;-1;token based replay
sample 0.3;0.9318169303018443;0.8990813317821097;0.9670264127903032;-1;-1;token based replay
sample 0.2;0.9271277235402008;0.9103674587286747;0.9445166907132669;-1;-1;token based replay
sample 0.1;0.9372056464934346;0.9017359484523118;0.9755799930269378;-1;-1;token based replay
sample 0.05;0.9459953936057701;0.909079912934917;0.9860358646173153;-1;-1;token based replay
sample 0.01;0.9092925914235295;0.8848907006036002;0.9350784683425633;-1;-1;token based replay
sample 0.005;0.9150742440361588;0.8784014373421423;0.9549426049785344;-1;-1;token based replay
sample 0.001;0.9556248053374067;0.9299558320938313;0.9827510510845705;-1;-1;token based replay
