file;f1;fitness;precision;generalisation;simplicity;method
base log;0.3500409451884335;0.973429613099393;0.2133869745204361;0.9475973827083886;0.6111111111111112;TBR
0.8;0.3526420908204303;0.9726515727912382;0.2153615066076494;0.9472600205619723;0.6111111111111112;TBR
0.7;0.3546162690389021;0.9723482723229178;0.21685101175534127;0.94527061161447;0.6111111111111112;TBR
0.6;0.3562758695785738;0.9718671205468044;0.21811772182547462;0.945073209433845;0.6111111111111112;TBR
0.5;0.3158052858689354;0.9832242587792108;0.18811298053742753;0.8623242480532937;0.6111111111111112;TBR
0.4;0.31620765247904864;0.9831689408848678;0.18840061061189795;0.859093872186663;0.6111111111111112;TBR
0.3;0.316106636256166;0.9818174906840895;0.18837856436182665;0.8571064237577803;0.6111111111111112;TBR
0.2;0.31096255665131106;0.9858209336372976;0.18459518099805872;0.8108939164582161;0.6111111111111112;TBR
0.1;0.3025923690102195;0.9932362714651956;0.17848402815376285;0.729772819862982;0.6111111111111112;TBR
0.05;0.2981796997349701;0.9960833514488022;0.17533300674178276;0.5984843776969098;0.6111111111111112;TBR
0.01;0.3038191471142319;1.0;0.17911954765751215;0.4194600553737572;0.6111111111111112;TBR
0.005;0.3176201372997711;1.0;0.1887921653971708;0.3675648805148982;0.6111111111111112;TBR
0.001;0.29520295202952035;1.0;0.17316017316017318;0.21717479951086716;0.6111111111111112;TBR
