file;f1;fitness;precision;generalisation;simplicity;method
base log;0.3128804191057868;0.9591802381854143;0.18692771271957143;0.7871781641936567;0.6516129032258065;TBR
0.8;0.31280663925180413;0.9588688270388184;0.1868868708365523;0.775817056318019;0.6516129032258065;TBR
0.7;0.3127261614343384;0.958839953165811;0.18683051703936515;0.7662102142730378;0.6516129032258065;TBR
0.6;0.3127790595357484;0.9588171326340899;0.18686914554088063;0.7522695284147467;0.6516129032258065;TBR
0.5;0.3130165943540049;0.9590340118851941;0.1870304930846458;0.739790753090384;0.6516129032258065;TBR
0.4;0.3128592374626946;0.9584279752786435;0.1869411845178186;0.7237046277340945;0.6516129032258065;TBR
0.3;0.31280965949259687;0.9575488329454904;0.18693925385767307;0.7040448378702632;0.6516129032258065;TBR
0.2;0.3125994760196931;0.9558699324324325;0.18685316317796286;0.6731336617650596;0.6516129032258065;TBR
0.1;0.20080694863423915;0.9461446740858506;0.1123230280265819;0.642982997290507;0.6516129032258065;TBR
0.05;0.1910842845223278;0.9319682959048877;0.10645559936444415;0.6165038854080855;0.6516129032258065;TBR
0.01;0.18752564195120053;0.9064516129032258;0.10458057395143483;0.4402762823879801;0.6516129032258065;TBR
0.005;0.18431915086637038;0.8790697674418605;0.10295291300877896;0.2685997874679097;0.6516129032258065;TBR
0.001;0.20306204673650294;0.9333333333333333;0.11392405063291144;0.018596394845298625;0.6516129032258065;TBR
