file;f1;fitness;precision;generalisation;simplicity;method
base log;0.23909310418732002;0.9865754284763762;0.13602971488877524;0.8855338473549142;0.5903614457831325;TBR
0.8;0.23901756072431565;0.9865889625436441;0.13598055411175214;0.8764729135473972;0.5903614457831325;TBR
0.7;0.2389376896039116;0.9866006987887193;0.13592863094946328;0.8678974135370836;0.5903614457831325;TBR
0.6;0.2372230414720163;0.9865877570883297;0.1348201359746376;0.862075126136836;0.5903614457831325;TBR
0.5;0.23710638477555454;0.986559580984942;0.13474530757260694;0.8486555597587848;0.5903614457831325;TBR
0.4;0.23645517906300526;0.9865173613095449;0.13432562889664046;0.8399584085051909;0.5903614457831325;TBR
0.3;0.23572686784280805;0.9864515132052788;0.13385696340571207;0.8283543829004575;0.5903614457831325;TBR
0.2;0.23195819954039312;0.9864298891106456;0.1314321865480227;0.8073685616689962;0.5903614457831325;TBR
0.1;0.18932309855580018;0.9864126309114138;0.1047101032928589;0.7880869018470734;0.5903614457831325;TBR
0.05;0.18674272289874425;0.9865705258842956;0.10313201896680813;0.7713847132808316;0.5903614457831325;TBR
0.01;0.1683930141828755;0.9879495987384619;0.092040520984081;0.6254098556532415;0.5903614457831325;TBR
0.005;0.14879090619070195;0.9885215213035501;0.08045007032348805;0.47099370962225395;0.5903614457831325;TBR
0.001;0.12270243099689122;0.9863087731940191;0.06542056074766356;0.18989592471153094;0.5903614457831325;TBR
