file;f1;fitness;precision;generalisation;simplicity;method
base log;0.290190093426268;0.9305328938401779;0.1718986603379321;0.7998598788348454;0.6541353383458647;TBR
0.8;0.28983519148655684;0.9290059783521631;0.17170170582808242;0.7934613664183651;0.6541353383458647;TBR
0.7;0.2897753299525345;0.9288107064327116;0.17166635925124785;0.7827844442604701;0.6541353383458647;TBR
0.6;0.28944039349665135;0.9273732344852352;0.17148037569995256;0.778693529556757;0.6541353383458647;TBR
0.5;0.2913799811150928;0.9356426202596522;0.17255941607824143;0.7211208859392322;0.6541353383458647;TBR
0.4;0.29142928934407347;0.9357106700827975;0.17259168833926009;0.7026442450458377;0.6541353383458647;TBR
0.3;0.29101219046748544;0.9338956122703264;0.1723608710680954;0.6874960276555002;0.6541353383458647;TBR
0.2;0.29174178201934403;0.9371633752244165;0.17276147479307746;0.6079401100771552;0.6541353383458647;TBR
0.1;0.29319630225520255;0.943495783838193;0.1735665056964696;0.48170472507244233;0.6541353383458647;TBR
0.05;0.18365573184730963;0.9441210710128056;0.10172159370388589;0.42295936170177495;0.6541353383458647;TBR
0.01;0.1864468569031988;0.9525316455696202;0.10333692142088269;0.2739872728532714;0.6541353383458647;TBR
0.005;0.19395456145153095;0.9763779527559056;0.10767160161507405;0.20257276805098223;0.6541353383458647;TBR
0.001;0.22556390977443605;1.0;0.1271186440677966;0.0;0.6541353383458647;TBR
