file;f1;fitness;precision;generalisation;simplicity;method
base_event_log;0.9124050526183081;0.9375704546963165;0.8885552709304442;-1;-1;token based replay
sample 0.8;0.9124050526183081;0.9375704546963165;0.8885552709304442;-1;-1;token based replay
sample 0.7;0.9124050526183081;0.9375704546963165;0.8885552709304442;-1;-1;token based replay
sample 0.6;0.9291411830070414;0.9375546960890186;0.9208773307734823;-1;-1;token based replay
sample 0.5;0.9290284516513843;0.9373251600468699;0.9208773307734823;-1;-1;token based replay
sample 0.4;0.9259773675024486;0.9313852449222504;0.9206319267882336;-1;-1;token based replay
sample 0.3;0.9517565819529633;0.9298983827874712;0.9746671153199058;-1;-1;token based replay
sample 0.2;0.9517228088890345;0.9298339057667377;0.9746671153199058;-1;-1;token based replay
sample 0.1;0.9464506902845643;0.9284617961621524;0.9651504244792559;-1;-1;token based replay
sample 0.05;0.9463484913573754;0.9282651147517506;0.9651504244792559;-1;-1;token based replay
sample 0.01;0.9493863283616482;0.9148207762039126;0.9866664963792641;-1;-1;token based replay
sample 0.005;0.9479705751275743;0.9127800569695477;0.9859833068910809;-1;-1;token based replay
sample 0.001;0.9230310322533659;0.87158505186514;0.9809312567817706;-1;-1;token based replay
