file;f1;fitness;precision;generalisation;simplicity;method
base log;0.26584033633261217;0.9254856142975671;0.1552120447445755;0.7405986507087647;0.640625;TBR
0.8;0.26501671665885007;0.9229321241165758;0.1547223475680628;0.738798795789009;0.640625;TBR
0.7;0.26469934217554275;0.922278945715594;0.15452435937906706;0.7366027196149627;0.640625;TBR
0.6;0.26404471958311915;0.9202657532141627;0.15413469670471813;0.7356172059115074;0.640625;TBR
0.5;0.2693310586008478;0.9371762665472649;0.15726311452897557;0.6093252149351709;0.640625;TBR
0.4;0.26925822912056085;0.9367283490031486;0.15722606729253752;0.5992036133107776;0.640625;TBR
0.3;0.26882803749207285;0.9349556163249677;0.15698265039503512;0.592634301400448;0.640625;TBR
0.2;0.2694682260526392;0.9395320776869049;0.15729043400390186;0.5571287622834837;0.640625;TBR
0.1;0.2709266530155663;0.9437874233259629;0.15816500384338028;0.4854191917287054;0.640625;TBR
0.05;0.2706121904685282;0.9455355072894756;0.15790184297576448;0.39749931713673436;0.640625;TBR
0.01;0.20557959457977934;0.9600455777285046;0.11511487303506651;0.2507355492820873;0.640625;TBR
0.005;0.20589653953572654;0.9590958630984665;0.11532738095238093;0.1902953058593193;0.640625;TBR
0.001;0.152;1.0;0.08225108225108224;0.0;0.640625;TBR
