file;f1;fitness;precision;generalisation;simplicity;method
base log;0.9396284976968793;0.9006721341069717;0.9821071323559086;0.6752625670266271;0.48876404494382025;TBR
0.8;0.9393118822762933;0.8999990100551669;0.9822160797304806;0.6708938488534525;0.48876404494382025;TBR
0.7;0.9393028595546791;0.9000208061125361;0.9821703905133021;0.665276220008726;0.48876404494382025;TBR
0.6;0.9390994235690723;0.8994963620366122;0.9823503853278145;0.6614913797485851;0.48876404494382025;TBR
0.5;0.939712691655013;0.9028758320783833;0.9796832536781932;0.5930486587541548;0.48876404494382025;TBR
0.4;0.9395926659846627;0.9026695907990437;0.9796651930169274;0.584904889669428;0.48876404494382025;TBR
0.3;0.9393205488508424;0.9019860525788097;0.9798791522252553;0.567837877427286;0.48876404494382025;TBR
0.2;0.9400729060911522;0.9037233226900654;0.9794691397505596;0.5181485832085366;0.48876404494382025;TBR
0.1;0.9339722047133692;0.9051454937915329;0.9646954384048074;0.4436558501648812;0.48876404494382025;TBR
0.05;0.8136483469468964;0.9051288445672151;0.7389621559633027;0.3664077429348267;0.48876404494382025;TBR
0.01;0.7976723413841121;0.9075606426546257;0.711520737327189;0.22518535567274733;0.48876404494382025;TBR
0.005;0.7970704604552495;0.9087271341463414;0.7098501070663812;0.1515446698601426;0.48876404494382025;TBR
0.001;0.4559025809689194;0.9322997416020672;0.3017241379310345;0.04485751999845655;0.48876404494382025;TBR
